151838,317823
151838,91631
151838,91943
151838,92060
151838,92073
151838,92078
151838,92082
151838,92101
151838,92105
151838,92122
151838,92126
151838,92133
151838,92163
151838,92186
151838,92219
151838,92223
151838,92252
151838,92258
151838,92305
151838,92307
151838,92367
151838,92369
151838,92375
151838,92377
151838,92387
151838,92425
151838,92436
151838,92438
151838,92440
151838,92489
151838,92491
151838,92539
151838,92570
151838,92572
151838,92573
151838,92574
151838,92577
151838,92580
151838,92582
151838,92583
151838,92586
151838,92588
151838,92591
151838,92593
151838,92596
151838,92597
151838,92611
151838,92613
151838,92645
151838,92651
151838,92671
151838,92673
151838,92677
151838,92679
151838,92691
151838,92735
151838,92741
151838,92753
151838,92767
151838,92769
151838,92775
151838,92784
151838,92788
151838,92799
151838,92801
151838,92802
151838,92804
151838,92805
151838,92809
151838,92813
151838,92828
151838,92870
151838,92872
151838,92876
151838,92882
151838,92884
151838,92897
151838,92904
151838,92919
151838,92921
151838,92927
151838,92929
151838,92941
151838,92948
151838,92950
151838,92968
151838,93010
151838,93012
151838,93023
100000,100003
100000,100016
100000,100018
100000,100036
100000,100043
100000,100587
100000,102358
100000,102445
100000,103095
100000,103097
100000,103411
100000,103808
100000,104275
100000,106630
100000,107018
100000,108442
100000,108449
100000,108460
100000,108463
100000,108479
100000,108489
100000,108504
100000,108815
100000,108837
100000,108871
100000,109519
100000,110820
100000,111476
100000,1277443
100000,1297688
100000,1357051
100000,1357774
100000,146352
100000,152339
100000,1657478
100000,1847163
100000,191311
100000,2030096
100000,2442323
100000,2442324
100000,2442325
100000,2442326
100000,2442327
100000,2442328
100000,2442329
100000,261201
100000,261346
100000,261522
100000,261523
100000,262366
100000,264123
100000,265359
100000,265874
100000,266640
100000,270930
100000,271777
100000,272519
100000,272636
100000,272639
100000,272667
100000,277800
100000,277801
100000,277803
100000,283102
100000,283105
100000,285496
100000,289434
100000,291766
100000,293111
100000,293209
100000,293218
100000,294362
100000,460506
100000,460819
100000,460959
100000,479304
100000,490704
100000,506703
100000,557247
100000,597573
100000,597579
100000,621070
100000,630737
100000,762932
10000,10014
10000,10025
10000,10026
10000,10058
10000,105120
100001,100007
100001,100011
100001,100032
100001,100036
100001,100055
100001,100062
100001,100075
100001,100086
100001,100092
100001,100096
100001,106358
100001,106378
100001,108506
100001,1292472
100001,1357083
100001,2036041
100001,2442330
100001,2442331
100001,2442332
100001,2442333
100001,2442334
100001,2442335
100001,256354
100001,271001
100001,271006
100001,271633
100001,280120
100001,291573
100001,324789
100001,372545
100001,372546
100001,372552
100001,374173
100001,503314
100001,621541
100001,630767
100002,100003
100002,100004
100002,100005
100002,100007
100002,100012
100002,100017
100002,100019
100002,100025
100002,100032
100002,100054
100002,100055
100002,100062
100002,100065
100002,100066
100002,100074
100002,100075
100002,100076
100002,100080
100002,100082
100002,100091
100002,100095
100002,100099
100002,100102
100002,100552
100002,1006190
100002,101464
100002,106103
100002,106333
100002,106373
100002,106378
100002,106755
100002,106759
100002,106770
100002,107140
100002,108506
100002,110767
100002,110794
100002,111488
100002,113384
100002,116056
100002,1259934
100002,1276196
100002,1284097
100002,1287503
100002,1290212
100002,1292469
100002,1292932
100002,1295324
100002,1296689
100002,1307202
100002,1334958
100002,1357056
100002,1357058
100002,1357070
100002,1357087
100002,1357319
100002,1357467
100002,1357692
100002,1357763
100002,1357764
100002,1357767
100002,1357769
100002,1361891
100002,1375466
100002,1636768
100002,1636781
100002,1649962
100002,1649974
100002,1659347
100002,1659351
100002,1659353
100002,1659358
100002,1659359
100002,1659360
100002,1659373
100002,1659374
100002,1659386
100002,1659388
100002,176729
100002,176730
100002,1984494
100002,2042510
100002,2273378
100002,2273379
100002,2273380
100002,2273381
100002,2273382
100002,2273383
100002,2273384
100002,255254
100002,260352
100002,260508
100002,262237
100002,265309
100002,270994
100002,271002
100002,271014
100002,271025
100002,271034
100002,271629
100002,271633
100002,274785
100002,276106
100002,277880
100002,277881
100002,277888
100002,279056
100002,280249
100002,281690
100002,281696
100002,281730
100002,281739
100002,281742
100002,282637
100002,283195
100002,285354
100002,287381
100002,288901
100002,288902
100002,288903
100002,293587
100002,302866
100002,302876
100002,366208
100002,372544
100002,372545
100002,372547
100002,374174
100002,460364
100002,460393
100002,460399
100002,460412
100002,460484
100002,460540
100002,462316
100002,477565
100002,478872
100002,479332
100002,479340
100002,479677
100002,479696
100002,502821
100002,502839
100002,503306
100002,528487
100002,546896
100002,597577
100002,602925
100002,613643
100002,619381
100002,620453
100002,621096
100002,621101
100002,621103
100002,625945
100002,625951
100002,630643
100002,630713
100002,630837
100002,631039
100002,716824
100002,729168
100002,730248
100002,750976
100002,757052
100002,999922
100003,100005
100003,100019
100003,100045
100003,100075
100003,100082
100003,100095
100003,100099
100003,101464
100003,106759
100003,106770
100003,106772
100003,106781
100003,107777
100003,109750
100003,116056
100003,120239
100003,120480
100003,144269
100004,100006
100004,100008
100004,100012
100004,100025
100004,100032
100004,100048
100004,100053
100004,100066
100004,100074
100004,100075
100004,100089
100004,100102
100004,108479
100004,112172
100004,1294500
100004,1309154
100004,2442336
100004,2442337
100004,259556
100004,259558
100004,259562
100004,259601
100004,259607
100004,269099
100004,277897
100004,279052
100004,280278
100004,281696
100004,281740
100004,282665
100004,340443
100004,461763
10000,49299
10000,49326
100005,100015
100005,100037
100005,100045
100005,100094
100005,100099
100005,101464
100005,1015350
100005,1015352
100005,106351
100005,106770
100005,1284097
100005,1287503
100005,1357764
100005,1357766
100005,1357767
100005,1649974
100005,1659347
100005,1973263
100005,1973268
100005,1973269
100005,2273380
100005,2273382
100005,2273455
100005,259386
100005,271040
100005,271998
100005,274875
100005,281644
100005,281646
100005,281648
100005,281723
100005,282375
100005,282548
100005,283185
100005,283195
100005,299144
100005,355169
100005,479741
100005,602925
100005,621096
100005,621106
100005,625035
100005,629697
100005,751074
100005,751075
100005,751080
100005,751085
100005,766533
100005,935130
100006,100012
100006,100552
100006,102425
100006,104912
100006,106322
100006,109759
100006,109760
100006,109762
100006,109765
100006,109766
100006,109768
100006,109775
100006,113623
100006,2442276
100006,2442338
100006,2442339
100006,2442340
100006,2442341
100006,2442342
100006,2442343
100006,2442344
100006,255254
100006,261606
100006,262451
100006,263864
100006,268172
100006,269508
100006,270956
100006,270994
100006,272168
100006,276109
100006,279060
100006,282548
100006,282637
100006,283189
100006,283193
100006,291736
100006,295608
100006,296163
100006,296165
100006,296713
100006,462082
100006,504222
100006,536530
100006,536538
100006,539470
100006,599821
100006,600859
100006,751172
100006,758178
100006,766035
100006,999922
100007,100011
100007,100016
100007,100032
100007,100034
100007,100036
100007,100053
100007,100054
100007,100055
100007,100062
100007,100065
100007,100074
100007,100075
100007,100077
100007,100078
100007,100080
100007,100086
100007,100091
100007,100092
100007,100095
100007,100096
100007,100102
100007,102425
100007,106317
100007,106352
100007,106378
100007,106383
100007,108456
100007,108477
100007,108505
100007,108506
100007,108510
100007,108543
100007,109764
100007,109947
100007,110762
100007,1276196
100007,1278847
100007,1284360
100007,1287011
100007,1292472
100007,1357415
100007,1402236
10000,71925
100007,2273385
100007,2273386
100007,256354
100007,264104
100007,268172
100007,269508
100007,271001
100007,271006
100007,271008
100007,271051
100007,271626
100007,276106
100007,277877
100007,277888
100007,279052
100007,279056
100007,279058
100007,279063
100007,280120
100007,280585
100007,281690
100007,281722
100007,281730
100007,281742
100007,281753
100007,282564
100007,283139
100007,296993
100007,299065
100007,302876
100007,324279
100007,342441
100007,372544
100007,372545
100007,372546
100007,372547
100007,372548
100007,372549
100007,372550
100007,372552
100007,372554
100007,372558
100007,374173
100007,374181
100007,374184
100007,388553
10000,74455
100007,460465
